%Load Cell 1 (lbf)	Load Cell 2 (lbf)	Summed Load (lbf)	Sampling Frequency 1.652000 kHz	
	% Water:	1000	grams	
	% Pressure:	40	(psi)	
	% Temperature:	38	(C)	
	%Comments:	Standard Test	
	%Group Number	1	%3/9/201611:04 AM
-0.012	-0.008	-0.020
-0.005	-0.005	-0.011
0.006	-0.005	0.001
-0.027	-0.007	-0.035
-0.002	-0.004	-0.006
0.036	-0.007	0.030
-0.017	-0.008	-0.025
0.020	-0.006	0.014
-0.015	-0.010	-0.025
-0.034	-0.009	-0.043
-0.002	-0.006	-0.009
0.011	-0.011	-0.000
0.012	-0.006	0.005
-0.001	-0.003	-0.005
0.002	-0.007	-0.005
0.007	-0.008	-0.000
0.013	-0.005	0.008
0.023	-0.011	0.012
0.015	-0.005	0.009
0.018	-0.008	0.009
-0.015	-0.011	-0.026
0.026	-0.009	0.017
-0.026	-0.009	-0.035
0.003	-0.007	-0.003
0.003	-0.005	-0.002
0.012	-0.009	0.003
0.004	-0.005	-0.001
0.006	-0.002	0.004
0.003	-0.010	-0.007
0.040	-0.006	0.034
0.002	-0.007	-0.005
-0.007	-0.009	-0.015
-0.018	-0.003	-0.021
-0.005	-0.008	-0.013
0.010	-0.007	0.003
-0.007	-0.006	-0.012
0.001	-0.013	-0.012
-0.006	-0.011	-0.016
-0.006	-0.009	-0.015
0.007	-0.015	-0.008
0.004	-0.008	-0.003
0.012	-0.010	0.002
0.009	-0.011	-0.003
0.007	-0.007	0.000
0.010	-0.011	-0.001
0.008	-0.011	-0.003
0.000	-0.005	-0.005
0.014	-0.010	0.003
-0.018	-0.011	-0.028
0.001	-0.010	-0.009
-0.008	-0.016	-0.024
-0.004	-0.011	-0.014
0.010	-0.011	-0.001
0.008	-0.014	-0.006
0.016	-0.006	0.010
-0.002	-0.010	-0.013
-0.001	-0.011	-0.012
-0.011	-0.007	-0.019
0.012	-0.015	-0.002
-0.003	-0.008	-0.011
-0.002	-0.005	-0.007
0.010	-0.013	-0.003
-0.014	-0.007	-0.021
0.021	-0.008	0.012
0.006	-0.017	-0.011
-0.019	-0.011	-0.030
0.010	-0.015	-0.005
-0.003	-0.016	-0.019
0.001	-0.010	-0.009
0.010	-0.017	-0.007
0.024	-0.010	0.014
0.007	-0.008	-0.001
0.000	-0.015	-0.015
0.010	-0.010	-0.000
-0.000	-0.010	-0.010
