%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101963.416,299.397,1.186,19.877,234.368,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.986,0.002,-0.000,-0.000
101975.500,299.397,1.187,19.876,234.368,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.966,0.002,-0.000,-0.000
101955.360,299.393,1.186,19.881,234.447,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.008,0.946,0.001,-0.000,-0.000
101975.500,299.397,1.187,19.872,234.289,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.986,0.002,-0.000,-0.000
101971.472,299.394,1.187,19.869,234.210,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.976,0.001,-0.000,-0.000
101959.388,299.389,1.186,19.860,233.973,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.976,0.002,-0.000,-0.000
101955.360,299.383,1.186,19.870,234.210,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.976,0.001,-0.000,-0.000
101967.444,299.391,1.186,19.866,234.131,-0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.976,0.002,-0.000,-0.000
101963.416,299.393,1.186,19.870,234.210,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.986,0.002,-0.000,-0.000
101967.444,299.394,1.186,19.873,234.289,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.966,0.001,-0.000,-0.000
101971.472,299.410,1.186,25.142,375.000,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,1.545,0.003,-0.000,-0.000
101959.388,299.410,1.186,25.146,375.079,0.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.556,0.002,-0.000,-0.000
101979.528,299.407,1.187,25.144,375.079,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.027,1.545,0.002,-0.000,-0.000
101963.416,299.407,1.186,25.146,375.079,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,1.545,0.003,-0.000,-0.000
101963.416,299.412,1.186,25.143,375.000,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,1.556,0.002,-0.000,-0.000
101959.388,299.407,1.186,25.149,375.158,0.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.556,0.003,-0.000,-0.000
101967.444,299.407,1.186,25.151,375.237,0.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,1.545,0.003,-0.000,-0.000
101963.416,299.409,1.186,25.148,375.158,0.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.545,0.002,-0.000,-0.000
101959.388,299.409,1.186,25.157,375.395,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,1.576,0.003,-0.000,-0.000
101967.444,299.407,1.186,25.145,375.079,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.556,0.003,-0.000,-0.000
101967.444,299.405,1.186,25.143,375.000,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.545,0.003,-0.000,-0.000
101955.360,299.404,1.186,25.141,374.921,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.556,0.003,-0.000,-0.000
101971.472,299.409,1.186,25.142,375.000,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,1.535,0.003,-0.000,-0.000
101967.444,299.410,1.186,25.140,374.921,0.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,1.535,0.003,-0.000,-0.000
101979.528,299.405,1.187,25.144,375.079,0.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.545,0.003,-0.000,-0.000
101975.500,299.405,1.187,25.136,374.842,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.545,0.002,-0.000,-0.000
101971.472,299.407,1.186,25.134,374.763,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.556,0.003,-0.000,-0.000
101967.444,299.405,1.186,25.135,374.763,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.556,0.003,-0.000,-0.000
101975.500,299.407,1.187,25.131,374.684,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,1.545,0.002,-0.000,-0.000
101975.500,299.407,1.187,25.131,374.684,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,1.545,0.002,-0.000,-0.000
101959.388,299.404,1.186,15.097,135.191,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.580,0.003,-0.000,-0.000
101951.332,299.402,1.186,15.097,135.191,-0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.580,0.003,-0.000,-0.000
101963.416,299.404,1.186,15.096,135.191,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.580,0.003,-0.000,-0.000
101951.332,299.405,1.186,15.115,135.507,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.008,0.590,0.003,-0.000,-0.000
101975.500,299.405,1.187,15.100,135.270,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.560,0.003,-0.000,-0.000
101955.360,299.402,1.186,15.088,135.033,-0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.570,0.003,-0.000,-0.000
101959.388,299.404,1.186,15.101,135.270,-0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.570,0.004,-0.000,-0.000
101963.416,299.409,1.186,15.088,135.033,-0.488,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.600,0.003,-0.000,-0.000
101959.388,299.402,1.186,15.088,135.033,-0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.570,0.004,-0.000,-0.000
101959.388,299.402,1.186,15.088,135.033,-0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.570,0.003,-0.000,-0.000
101975.500,299.405,1.187,15.091,135.112,-0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.590,0.005,-0.000,-0.000
101983.556,299.405,1.187,15.091,135.112,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.570,0.004,-0.000,-0.000
101967.444,299.405,1.186,15.096,135.191,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.600,0.005,-0.000,-0.000
101963.416,299.405,1.186,15.092,135.112,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.008,0.590,0.003,-0.000,-0.000
101959.388,299.402,1.186,15.083,134.954,-0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.570,0.003,-0.000,-0.000
101967.444,299.402,1.186,15.078,134.875,-0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.590,0.003,-0.000,-0.000
101955.360,299.404,1.186,15.088,135.033,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.600,0.003,-0.000,-0.000
101963.416,299.404,1.186,15.083,134.954,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.590,0.003,-0.000,-0.000
101963.416,299.404,1.186,15.096,135.191,-0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.570,0.003,-0.000,-0.000
101967.444,299.405,1.186,15.092,135.112,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.580,0.003,-0.000,-0.000
